,Column,Fuel,Technology,Inputactivity,ModeofOperation
2884,0,SOLAR_308,SOPV8h_308_0,1,1
2885,0,SOLAR_308,SOPV12h_308_0,1,1
2886,0,KEEL2_308,TRHV_308,1,1
3378,0,KEEL2_308,KEEL00t00,0.95,1
3385,0,KEEL2_309,KEEL00t00,0.95,1
2889,0,EL2_311,TRLV_311_0,1,1
2890,0,SOLAR_311,SOPV_311_0,1,1
2891,0,SOLAR_311,SOPV8h_311_0,1,1
2892,0,SOLAR_311,SOPV12h_311_0,1,1
2893,0,KEEL2_311,TRHV_311,1,1
3392,0,KEEL2_311,KEEL00t00,0.95,1
3399,0,KEEL2_312,KEEL00t00,0.95,1
2896,0,EL2_313,TRLV_313_0,1,1
2897,0,SOLAR_313,SOPV_313_0,1,1
2898,0,SOLAR_313,SOPV8h_313_0,1,1
2899,0,SOLAR_313,SOPV12h_313_0,1,1
2900,0,KEEL2_313,TRHV_313,1,1
3406,0,KEEL2_313,KEEL00t00,0.95,1
3413,0,KEEL2_323,KEEL00t00,0.95,1
2903,0,EL2_324,TRLV_324_0,1,1
2904,0,SOLAR_324,SOPV_324_0,1,1
2905,0,SOLAR_324,SOPV8h_324_0,1,1
2906,0,SOLAR_324,SOPV12h_324_0,1,1
2907,0,KEEL2_324,TRHV_324,1,1
3420,0,KEEL2_324,KEEL00t00,0.95,1
3427,0,KEEL2_325,KEEL00t00,0.95,1
2910,0,EL2_326,TRLV_326_0,1,1
2911,0,SOLAR_326,SOPV_326_0,1,1
2912,0,SOLAR_326,SOPV8h_326_0,1,1
2913,0,SOLAR_326,SOPV12h_326_0,1,1
2914,0,KEEL2_326,TRHV_326,1,1
3434,0,KEEL2_326,KEEL00t00,0.95,1
3441,0,KEEL2_328,KEEL00t00,0.95,1
2917,0,EL2_338,TRLV_338_0,1,1
2918,0,SOLAR_338,SOPV_338_0,1,1
2919,0,SOLAR_338,SOPV8h_338_0,1,1
2920,0,SOLAR_338,SOPV12h_338_0,1,1
2921,0,KEEL2_338,TRHV_338,1,1
3448,0,KEEL2_338,KEEL00t00,0.95,1
3455,0,KEEL2_339,KEEL00t00,0.95,1
2924,0,EL2_340,TRLV_340_0,1,1
2925,0,SOLAR_340,SOPV_340_0,1,1
2926,0,SOLAR_340,SOPV8h_340_0,1,1
2927,0,SOLAR_340,SOPV12h_340_0,1,1
2928,0,KEEL2_340,TRHV_340,1,1
3462,0,KEEL2_340,KEEL00t00,0.95,1
3469,0,KEEL2_349,KEEL00t00,0.95,1
2931,0,EL2_350,TRLV_350_0,1,1
2932,0,SOLAR_350,SOPV_350_0,1,1
2933,0,SOLAR_350,SOPV8h_350_0,1,1
2934,0,SOLAR_350,SOPV12h_350_0,1,1
2935,0,KEEL2_350,TRHV_350,1,1
3476,0,KEEL2_350,KEEL00t00,0.95,1
3483,0,KEEL2_351,KEEL00t00,0.95,1
2938,0,EL2_357,TRLV_357_0,1,1
2939,0,SOLAR_357,SOPV_357_0,1,1
2940,0,SOLAR_357,SOPV8h_357_0,1,1
2941,0,SOLAR_357,SOPV12h_357_0,1,1
2942,0,KEEL2_357,TRHV_357,1,1
3490,0,KEEL2_357,KEEL00t00,0.95,1
3497,0,KEEL2_372,KEEL00t00,0.95,1
2945,0,EL2_377,TRLV_377_0,1,1
2946,0,SOLAR_377,SOPV_377_0,1,1
2947,0,SOLAR_377,SOPV8h_377_0,1,1
2948,0,SOLAR_377,SOPV12h_377_0,1,1
2949,0,KEEL2_377,TRHV_377,1,1
3504,0,KEEL2_377,KEEL00t00,0.95,1
3511,0,KEEL2_378,KEEL00t00,0.95,1
2952,0,SOLAR_1,SOMG_1,1,1
2953,0,KEDS,KEDSGEN_1,4,1
2954,0,SOLAR_2,SOMG_2,1,1
2955,0,KEDS,KEDSGEN_2,4,1
2956,0,SOLAR_3,SOMG_3,1,1
2957,0,KEDS,KEDSGEN_3,4,1
